epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.03030303120613098,0.4600685089826584,0.03721610425661007,0.060262663289904594,273.0,1689,53,53,0.0,0.03030303120613098,0.0
2,0.03030303120613098,0.35519418120384216,0.027341351999590795,0.05491022455195586,273.75,1657,53,53,0.0,0.03030303120613098,0.0
3,0.022727272727272728,0.35062221189339954,0.022236688993871212,0.05233964851746956,272.25,1640,53,53,0.0,0.022727272727272728,0.0
4,0.022727272727272728,0.328176349401474,0.017230931514253218,0.047898873686790466,271.5,1607,53,53,0.0,0.022727272727272728,0.0
5,0.022727272727272728,0.32486021518707275,0.016878452229623992,0.048377737092475094,273.75,1581,53,53,0.0,0.022727272727272728,0.0
6,0.022727272727272728,0.3365824222564697,0.013450063532218337,0.046171412182350956,270.0,1535,53,53,0.0,0.022727272727272728,0.0
7,0.01515151560306549,0.3572372744480769,0.0120030560841163,0.04157852257291476,274.5,1487,53,53,0.0,0.01515151560306549,0.0
8,0.007575757801532745,0.3197781927883625,0.012525947221244374,0.04030377697199583,269.25,1422,53,53,0.0,0.007575757801532745,0.0
9,0.003710575063120235,0.32953622688849765,0.011324099691895148,0.04207906282196442,272.25,1308,53,53,0.0,0.003710575063120235,0.0
10,0.0014545455236326563,0.3310196002324422,0.010072508788046738,0.046756887498001255,270.0,1196,53,53,0.0,0.0014545455236326563,0.0
11,0.00043917434628714216,0.3232426817218463,0.009302818099968135,0.0444523257513841,273.75,1109,53,53,0.0,0.00043917434628714216,0.0
12,0.000297412509098649,0.30784444510936737,0.010132403306973478,0.041655068596204124,270.0,1031,53,53,0.0,0.000297412509098649,0.0
13,0.0001166997350413691,0.29719992230335873,0.008670608551862339,0.03911648287127415,274.5,980,53,53,0.0,0.0001166997350413691,0.0
14,0.00010745755439116196,0.3274741346637408,0.008818179174947241,0.040991414027909436,274.5,970,53,53,0.0,0.00010745755439116196,0.0
15,0.00010225994893434373,0.28878625358144444,0.007702960322300593,0.03801085893064737,271.5,966,53,53,0.0,0.00010225994893434373,0.0
16,0.0,0.2812768432001273,0.005922798959848781,0.03638800450911125,276.0,969,53,53,0.0,0.0,0.0
17,0.0,0.2883913628757,0.006387738472161193,0.03478359058499336,275.25,974,53,53,0.0,0.0,0.0
18,0.0,0.2731470577418804,0.00573501179072385,0.03465547893817226,272.25,982,53,53,0.0,0.0,0.0
19,0.0,0.26427775373061496,0.005237288190983236,0.03573494877976676,270.0,982,53,53,0.0,0.0,0.0
20,0.0,0.2629816060264905,0.005652094686714311,0.038841343795259796,272.25,985,53,53,0.0,0.0,0.0
21,0.0,0.24497182543079057,0.005260610157468666,0.03935913617412249,271.5,996,53,53,0.0,0.0,0.0
22,0.0,0.2561950633923213,0.004851859839012225,0.03277991913879911,275.25,986,53,53,0.0,0.0,0.0
23,0.0,0.25991618757446605,0.004887105741848548,0.03840683369586865,273.75,992,53,53,0.0,0.0,0.0
24,0.0,0.24624049911896387,0.004296457472567757,0.03461102318639556,277.5,964,53,53,0.0,0.0,0.0
25,0.0,0.22522807493805885,0.003853817159930865,0.030572579087068636,270.75,955,53,53,0.0,0.0,0.0
26,0.0,0.20742256939411163,0.004272879741620272,0.03352637899418672,272.25,960,53,53,0.0,0.0,0.0
27,0.0,0.22444220135609308,0.004545299336314201,0.03443841558570663,271.5,957,53,53,0.0,0.0,0.0
28,0.0,0.2205414486428102,0.004130511777475476,0.029624005624403555,275.25,958,53,53,0.0,0.0,0.0
29,0.0,0.21830654640992483,0.004074210029405852,0.02943609779079755,273.75,947,53,53,0.0,0.0,0.0
30,0.0,0.21435625726977983,0.0046932392870076,0.03299743387227257,270.75,908,53,53,0.0,0.0,0.0
31,0.0,0.2027343101799488,0.004167429365528126,0.031026579750080902,273.0,801,53,53,0.0,0.0,0.0
32,0.0,0.20610969265302023,0.004145462221155564,0.03232174211492141,274.5,794,53,53,0.0,0.0,0.0
33,0.0,0.19402650371193886,0.003960992520054181,0.03256367271145185,270.75,787,53,53,0.0,0.0,0.0
34,0.0,0.1877007745206356,0.0033773286268115044,0.02863880681494872,270.0,772,53,53,0.0,0.0,0.0
35,0.0,0.1979815016190211,0.0035008244740311056,0.031024268207450707,275.25,774,53,53,0.0,0.0,0.0
36,0.0,0.1840690659979979,0.003795842048324024,0.0313885974076887,272.25,779,53,53,0.0,0.0,0.0
37,0.0,0.19875289623936018,0.0033988124632742256,0.03239978663623333,270.75,775,53,53,0.0,0.0,0.0
38,0.0,0.1940129262705644,0.0037755829204494753,0.030235828676571447,273.75,771,53,53,0.0,0.0,0.0
39,0.0,0.1863370562593142,0.0032723528565838933,0.027288717372963827,273.75,751,53,53,0.0,0.0,0.0
40,0.0,0.18067730590701103,0.003079828709208717,0.027708682774876554,271.5,766,53,53,0.0,0.0,0.0
41,0.0,0.18397555748621622,0.0023215954909877232,0.02941836090758443,271.5,767,53,53,0.0,0.0,0.0
42,0.0,0.16826985900600752,0.0021935980087922267,0.028249300240228575,273.0,755,53,53,0.0,0.0,0.0
