epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.0,0.4658680309851964,0.04104240611195564,0.04631617541114489,270.0,832,53,53,0.0,0.0,0.0
2,0.0,0.3681606873869896,0.029241398132095735,0.04290625421951214,270.75,849,53,53,0.0,0.0,0.0
3,0.0,0.3605768134196599,0.021363688710456092,0.038789852211872734,273.0,874,53,53,0.0,0.0,0.0
4,0.0,0.37411754329999286,0.019186527701094747,0.03714584310849508,273.75,862,53,53,0.0,0.0,0.0
5,0.0,0.3211289582153161,0.01711850070084135,0.03618858723590771,273.0,852,53,53,0.0,0.0,0.0
6,0.0,0.32355010012785596,0.014992371822396914,0.03350845475991567,275.25,834,53,53,0.0,0.0,0.0
7,0.0,0.304606631398201,0.012671167651812235,0.033200796538343035,272.25,828,53,53,0.0,0.0,0.0
8,0.0,0.3201978951692581,0.011803149168069163,0.03332727774977684,273.75,823,53,53,0.0,0.0,0.0
9,0.0,0.2980990931391716,0.01062555005773902,0.03201104219382008,270.0,818,53,53,0.0,0.0,0.0
10,0.0,0.2879232515891393,0.010442940091403822,0.036069652531296015,270.0,816,53,53,0.0,0.0,0.0
