epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.004043126865377966,0.4589592218399048,0.03734569577500224,0.045146765963484846,273.0,1686,53,53,0.9056603773584906,0.004043126865377966,0.8867924528301887
2,0.0032756813573387436,0.35449227193991345,0.02720276964828372,0.04090756022681793,273.75,1682,53,53,0.9056603773584906,0.0032756813573387436,0.8867924528301887
3,0.0026205452686210847,0.35302024831374484,0.02239645319059491,0.04027902179708084,272.25,1673,53,53,0.9056603773584906,0.0026205452686210847,0.8867924528301887
4,0.002205341913790073,0.33919669439395267,0.017794036384051044,0.03635549514244,271.5,1600,53,53,0.9056603773584906,0.002205341913790073,0.8867924528301887
5,0.0016422082652460853,0.32089781512816745,0.017177122412249446,0.034882508839170136,273.75,1483,53,53,0.9056603773584906,0.0016422082652460853,0.8867924528301887
6,0.0006506180847590824,0.34012674043575924,0.013621670116359988,0.035603854805231094,270.0,1354,53,53,0.9056603773584906,0.0006506180847590824,0.8867924528301887
7,0.0,0.3431324635942777,0.01539443441045781,0.03612068605919679,274.5,1211,53,53,0.9056603773584906,0.0,0.8867924528301887
8,0.0,0.32720081011454266,0.014595436087499062,0.03389000163103143,269.25,1117,53,53,0.9056603773584906,0.0,0.8867924528301887
9,0.0,0.3249373758832614,0.01246682577766478,0.03370783602197965,272.25,1051,53,53,0.9056603773584906,0.0,0.8867924528301887
10,0.0,0.3221302057305972,0.00867717278500398,0.029337153149147827,270.0,921,53,53,0.9056603773584906,0.0,0.8867924528301887
