epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.0,0.8392231345176697,0.6313238143920898,0.6677899271249771,279.0,3180,53,53,0.0,0.0,0.0
2,0.0,0.7150789439678192,0.4543133586645126,0.5329251050949096,279.0,3180,53,53,0.0,0.0,0.0
3,0.0,0.6715170264244079,0.33906701803207395,0.5406320065259933,279.0,3165,53,53,0.0,0.0,0.0
4,0.0,0.6683789193630219,0.2569839879870415,0.5323431253433227,279.0,2882,53,53,0.0,0.0,0.0
5,0.0,0.5996056079864502,0.20733914524316788,0.4904585987329483,279.0,2436,53,53,0.0,0.0,0.0
6,0.0,0.5752017259597778,0.17458578050136567,0.45684199780225754,279.0,2072,53,53,0.0,0.0,0.0
7,6.645401431755586e-05,0.5547090142965316,0.1360211543738842,0.446099229156971,279.0,1389,53,53,0.0,0.00036656890403140676,0.0
8,0.0,0.5828474909067154,0.12131322398781777,0.4491467148065567,279.0,663,53,53,0.0,0.0,0.0
9,0.00010283834258602424,0.5481321632862091,0.09427240490913391,0.4591519862413406,279.0,1002,53,53,0.0,0.00030003001236102796,0.0
10,0.0,0.540920427441597,0.08731982260942459,0.45059583336114883,279.0,552,53,53,0.0,0.0,0.0
11,0.0,0.5486689031124115,0.09071347787976265,0.44979754984378817,279.0,1607,53,53,0.0,0.0,0.0
12,0.0,0.5231060832738876,0.07430147230625153,0.4338797092437744,279.0,1003,53,53,0.0,0.0,0.0
13,0.0,0.5197173655033112,0.06523864418268203,0.43267382234334945,279.0,747,53,53,0.0,0.0,0.0
14,0.0,0.47046693563461306,0.06810120716691018,0.43689760863780974,279.0,1159,53,53,0.0,0.0,0.0
15,9.081827010959387e-05,0.5015884280204773,0.06503007598221303,0.4216761261224747,279.0,1008,53,53,0.0,0.0003636363809081641,0.0
16,0.00017860332842577588,0.47345215976238253,0.0520160112529993,0.4312509775161743,279.0,659,53,53,0.0,0.0008045052262869748,0.0
17,0.00016498927619646895,0.4582564324140549,0.047065215185284615,0.43011085093021395,279.0,842,53,53,0.0,0.0007047216323289005,0.0
18,0.0,0.4680688440799713,0.04795757308602333,0.4264290273189545,279.0,259,53,53,0.0,0.0,0.0
19,0.0004797313701022755,0.5053583920001984,0.03723626248538494,0.4196442723274231,279.0,959,53,53,0.0,0.002525252544067123,0.0
20,0.0,0.49893051385879517,0.03610738143324852,0.393484029173851,279.0,789,53,53,0.0,0.0,0.0
21,0.00030303031036799604,0.49139838814735415,0.03440408259630203,0.42497757375240325,279.0,352,53,53,0.0,0.0009569378400390798,0.0
