epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.07390196466783308,0.5618594090143839,0.0392178309460481,0.04351281731699904,270.0,782,53,53,0.9056603773584906,0.07390196466783308,0.8867924528301887
2,0.08373764818007091,0.46471353620290756,0.026445509400218725,0.0368302296847105,270.75,768,53,53,0.9056603773584906,0.08373764818007091,0.8867924528301887
3,0.0839842567747494,0.45435479531685513,0.02290063335870703,0.035799439841260515,275.25,735,53,53,0.9056603773584906,0.0839842567747494,0.8867924528301887
4,0.08081761368040769,0.4359515036145846,0.018559012406816084,0.033645280015965305,272.25,713,53,53,0.9056603773584906,0.08081761368040769,0.8867924528301887
5,0.0908805065841045,0.42272262771924335,0.01544809116361042,0.03206618937353293,273.0,714,53,53,0.9056603773584906,0.0908805065841045,0.8867924528301887
6,0.09067086292044171,0.39612873395284015,0.012200734190021953,0.032092645609130464,270.0,707,53,53,0.9056603773584906,0.09067086292044171,0.8867924528301887
7,0.09035265361363033,0.36914070943991345,0.009848191558072964,0.0314956974859039,270.75,696,53,53,0.9056603773584906,0.09035265361363033,0.8867924528301887
8,0.0976272186018386,0.3730907638867696,0.009773504609862963,0.03090654732659459,270.0,682,53,53,0.9056603773584906,0.0976272186018386,0.8867924528301887
9,0.09591195268451043,0.39595674226681393,0.010849489131942391,0.03204444392273823,273.0,675,53,53,0.9056603773584906,0.09591195268451043,0.8867924528301887
10,0.09591195268451043,0.36064477264881134,0.008278330516380569,0.030961898155510426,270.75,665,53,53,0.9056603773584906,0.09591195268451043,0.8867924528301887
