epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.0,0.8393597841262818,0.6313356220722198,0.6678409904241562,279.0,3180,53,53,0.0,0.0,0.0
2,0.0,0.7228180289268493,0.4547810345888138,0.529024338722229,279.0,3180,53,53,0.0,0.0,0.0
3,0.0,0.6753848910331726,0.3368459641933441,0.5538493096828461,279.0,3162,53,53,0.0,0.0,0.0
4,0.0,0.6530702590942383,0.2740882933139801,0.49871969819068906,279.0,2885,53,53,0.0,0.0,0.0
5,0.00026816840876232493,0.5997425347566605,0.1974297657608986,0.47379342317581175,279.0,1844,53,53,0.0,0.0006184291771867058,0.0
6,0.0001642935359003869,0.5823771774768829,0.1613648623228073,0.4701006799936295,279.0,1950,53,53,0.0,0.0007951232520016757,0.0
7,0.0,0.5690703153610229,0.13617366775870324,0.4477253586053848,279.0,1440,53,53,0.0,0.0,0.0
8,7.932730527086692e-05,0.5560786634683609,0.11904776766896248,0.44404121339321134,279.0,2440,53,53,0.0,0.0006357279013503681,0.0
9,0.0,0.5459889113903046,0.09662411510944366,0.4552020996809006,279.0,856,53,53,0.0,0.0,0.0
10,0.00030353618785738945,0.545304074883461,0.08724492564797401,0.45820498615503313,279.0,918,53,53,0.0,0.001088731668212197,0.0
11,0.0,0.5167974889278412,0.07700201943516731,0.4476520448923111,279.0,373,53,53,0.0,0.0,0.0
12,0.0,0.498784801363945,0.06648349277675152,0.42629298865795134,279.0,353,53,53,0.0,0.0,0.0
13,0.0,0.4843658864498138,0.06039580032229423,0.4142103955149651,279.0,787,53,53,0.0,0.0,0.0
14,0.0,0.4821191906929016,0.05758834220468998,0.4305259853601456,279.0,500,53,53,0.0,0.0,0.0
15,0.0,0.4877268522977829,0.05637568905949593,0.4305256798863411,279.0,301,53,53,0.0,0.0,0.0
16,0.00030781859955327076,0.48966834545135496,0.05184621177613735,0.43191405534744265,279.0,924,53,53,0.0,0.001013856042515148,0.0
17,0.0013080445033582773,0.4594610184431076,0.04337922409176827,0.4191762402653694,279.0,204,53,53,0.0,0.005347593602809039,0.0
18,0.0,0.4248745173215866,0.043761514499783515,0.4118065133690834,279.0,343,53,53,0.0,0.0,0.0
19,0.005050505088134246,0.410831555724144,0.042682767286896704,0.416447414457798,279.0,206,53,53,0.0,0.03030303120613098,0.0
20,0.0,0.43075686395168306,0.0372298575937748,0.40026491433382033,279.0,198,53,53,0.0,0.0,0.0
21,0.0026737968014045196,0.4560136914253235,0.0396026074886322,0.4117351248860359,279.0,354,53,53,0.0,0.005347593602809039,0.0
22,0.00036436509848995644,0.4493915766477585,0.03243629038333893,0.41234171986579893,279.0,522,53,53,0.0,0.001050972125746987,0.0
23,0.00038358264348723674,0.4591316610574722,0.02909189332276583,0.43166143298149107,279.0,614,53,53,0.0,0.0012626262720335615,0.0
24,0.001356852071529085,0.4513824820518494,0.027054171450436114,0.4258838683366776,279.0,73,53,53,0.0,0.006493506783788855,0.0
25,0.0,0.4110611081123352,0.028051728382706642,0.42306902855634687,279.0,505,53,53,0.0,0.0,0.0
26,0.0,0.37264512181282045,0.02747877184301615,0.3964372336864471,279.0,277,53,53,0.0,0.0,0.0
27,0.0006587615405971354,0.38332906663417815,0.026937827281653882,0.41073938459157944,279.0,261,53,53,0.0,0.002331002361395142,0.0
28,0.0,0.4155205637216568,0.02309171240776777,0.40361333936452864,279.0,599,53,53,0.0,0.0,0.0
29,0.0,0.3858782112598419,0.024682727828621864,0.41783740520477297,279.0,168,53,53,0.0,0.0,0.0
30,0.005050505088134246,0.3762702405452728,0.024832705035805702,0.4154461696743965,279.0,404,53,53,0.0,0.03030303120613098,0.0
31,0.0,0.39982084929943085,0.02183895818889141,0.38974093496799467,279.0,283,53,53,0.0,0.0,0.0
32,0.0030303031883456492,0.41266880333423617,0.021516829542815686,0.40695290863513944,279.0,154,53,53,0.0,0.03030303120613098,0.0
33,0.0010330578820271926,0.3462688624858856,0.0208673071116209,0.39546936601400373,279.0,204,53,53,0.0,0.005347593602809039,0.0
34,0.00413223152810877,0.34643013775348663,0.021757749654352666,0.40872234255075457,279.0,369,53,53,0.0,0.03030303120613098,0.0
35,0.0,0.32203311026096343,0.01792336804792285,0.3943310797214508,279.0,139,53,53,0.0,0.0,0.0
36,0.001356852071529085,0.32239030599594115,0.018641930259764194,0.3974443361163139,279.0,135,53,53,0.0,0.009090909226374193,0.0
37,0.004040404138239947,0.35764662027359007,0.019714327342808247,0.40566852390766145,279.0,212,53,53,0.0,0.020202020352536983,0.0
38,0.0014430015263232317,0.36374973356723783,0.018104089051485063,0.38791497945785525,279.0,659,53,53,0.0,0.009090909226374193,0.0018365472893823278
39,0.0011223344640298324,0.3426977634429932,0.019054017681628465,0.3932121604681015,279.0,280,53,53,0.0,0.006493506783788855,0.0
40,0.0015151515941728246,0.3355060249567032,0.016023162007331847,0.3871592417359352,279.0,145,53,53,0.0,0.09090909090909091,0.0
41,0.0,0.33065661787986755,0.016312111355364322,0.40799422562122345,279.0,57,53,53,0.0,0.0,0.0
42,0.005347593602809039,0.39738238155841826,0.01876851702108979,0.4129197135567665,279.0,462,53,53,0.0,0.005681818181818182,0.010695187205618078
43,0.001976284621791406,0.3806534200906754,0.01525349821895361,0.37120461016893386,279.0,351,53,53,0.0,0.09090909090909091,0.0011154489422386343
44,0.0009182736446911639,0.33226327151060103,0.014705997053533792,0.39362678974866866,279.0,191,53,53,0.0,0.045454545454545456,0.0
45,0.0006734006614847617,0.31668631434440614,0.013448216766119004,0.3919705554842949,279.0,265,53,53,0.0,0.018181818452748386,0.0
46,0.0032467533918944273,0.3222662776708603,0.014221688825637102,0.4028380334377289,279.0,102,53,53,0.0,0.045454545454545456,0.0
47,0.003367003392089497,0.2898619532585144,0.01503770099952817,0.3912398636341095,279.0,194,53,53,0.0,0.022727272727272728,0.0
48,0.005681818181818182,0.3255114257335663,0.012736534606665373,0.3703156903386116,279.0,140,53,53,0.0,0.03030303120613098,0.0
49,0.01515151560306549,0.3327205002307892,0.012550581805408,0.39182628095149996,279.0,105,53,53,0.0,0.045454545454545456,0.0
50,0.009090909226374193,0.29000738859176634,0.012520518340170383,0.3913594201207161,279.0,70,53,53,0.0,0.03030303120613098,0.0
