epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.03030303120613098,0.4603460232416789,0.03720877645537257,0.06021238801379999,273.0,1688,53,53,0.0,0.03030303120613098,0.0
2,0.022727272727272728,0.35573817789554596,0.027308561839163303,0.05500964851429065,273.75,1659,53,53,0.0,0.022727272727272728,0.0
3,0.022727272727272728,0.35154256969690323,0.022205480529616278,0.05234598213185867,272.25,1625,53,53,0.0,0.022727272727272728,0.0
4,0.022727272727272728,0.33515477180480957,0.016864219137157004,0.04868733696639538,271.5,1600,53,53,0.0,0.022727272727272728,0.0
5,0.022727272727272728,0.33576440066099167,0.016770915982003014,0.0480084540322423,273.75,1532,53,53,0.0,0.022727272727272728,0.0
6,0.010101010176268492,0.36039795229832333,0.013381377405797442,0.04609857747952143,270.0,1440,53,53,0.0,0.010101010176268492,0.0
7,0.00413223152810877,0.3490008811155955,0.011539909212539593,0.041942253708839417,274.5,1306,53,53,0.0,0.00413223152810877,0.0
8,0.001976284621791406,0.3286581387122472,0.012487866217270494,0.04081373134007057,269.25,1203,53,53,0.0,0.001976284621791406,0.0
9,0.0008912656286900693,0.33093905945618945,0.010407231515273452,0.04165774863213301,272.25,1128,53,53,0.0,0.0008912656286900693,0.0
10,0.00043135987256060946,0.3338731800516446,0.007986256387084723,0.035388297867029905,270.0,1093,53,53,0.0,0.00043135987256060946,0.0
