epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.0,0.8503529131412506,0.633175665140152,0.9069606840610505,279.0,3180,53,53,0.0,0.0,0.0
2,0.0,0.7017439782619477,0.4595955729484558,0.6853866159915925,279.0,3180,53,53,0.0,0.0,0.0
3,0.0,0.646004182100296,0.3361415475606918,0.6553942769765854,279.0,3132,53,53,0.0,0.0,0.0
4,2.9156219997358594e-05,0.6410225391387939,0.2591928243637085,0.6197505474090577,279.0,3120,53,53,0.0,0.0002923121845180338,0.0
5,8.612893394787203e-05,0.6381804823875428,0.2053454264998436,0.6199911147356033,279.0,2276,53,53,0.0,0.00026465529067949814,0.0
6,8.309789171273059e-05,0.5939693093299866,0.15836100578308104,0.6263779699802399,279.0,1527,53,53,0.0,0.00019219680689275265,0.0
7,0.0,0.566096442937851,0.13118626400828362,0.5883727192878723,279.0,504,53,53,0.0,0.0,0.0
8,0.00038117017935622823,0.5335363566875457,0.11881900578737259,0.5767241537570953,279.0,551,53,53,0.0,0.0016380016776648436,0.0
9,0.0,0.5298274904489517,0.10337999239563941,0.573459705710411,279.0,719,53,53,0.0,0.0,0.0
10,0.0,0.5200196832418442,0.08508314937353134,0.5631543979048729,279.0,815,53,53,0.0,0.0,0.0
11,0.0001859081570397724,0.5271789014339447,0.07782061323523522,0.5635421589016915,279.0,871,53,53,0.0,0.0008264462548223408,0.0
12,0.0,0.5507297217845917,0.07132432609796524,0.5894126772880555,279.0,1226,53,53,0.0,0.0,0.0
13,0.0007836990566416221,0.560804334282875,0.0623955462127924,0.5815201431512833,279.0,696,53,53,0.0,0.0017152658917687156,0.0
14,0.0006142506291243163,0.5523231267929077,0.0534696888178587,0.5474547818303108,279.0,802,53,53,0.0,0.002392344515432011,0.0
15,0.0,0.5286443144083023,0.05083316490054131,0.5428974613547325,279.0,607,53,53,0.0,0.0,0.0
16,0.0,0.4803426206111908,0.04535622335970402,0.5315422967076302,279.0,200,53,53,0.0,0.0,0.0
17,0.0,0.46206076741218566,0.046686895191669464,0.5450261428952217,279.0,284,53,53,0.0,0.0,0.0
18,0.0,0.4478449493646622,0.03924468494951725,0.5304820463061333,279.0,358,53,53,0.0,0.0,0.0
19,0.0,0.4516033709049225,0.03673030138015747,0.5415264010429383,279.0,377,53,53,0.0,0.0,0.0
20,0.00024050023322078314,0.4088778495788574,0.03558473512530327,0.5232353344559669,279.0,439,53,53,0.0,0.0012453300031748686,0.0
21,0.0,0.3909266799688339,0.03386075925081968,0.5201539009809494,279.0,358,53,53,0.0,0.0,0.0
22,0.0,0.42402084469795226,0.03318833708763123,0.5329048722982407,279.0,322,53,53,0.0,0.0,0.0
23,0.0007215007631616159,0.45221041738986967,0.028459578379988672,0.5409285351634026,279.0,416,53,53,0.0,0.002164502204819159,0.0
24,0.0007243752479553223,0.44783652722835543,0.02708111088722944,0.5324011608958245,279.0,590,53,53,0.0,0.001976284621791406,0.0
25,0.000456829597665505,0.4104494273662567,0.028609955124557017,0.526822479069233,279.0,517,53,53,0.0,0.0016835016960447485,0.0
