epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.006289308925844588,0.5661677494645119,0.03923239093273878,0.6409029463926951,270.0,501,53,53,0.9056603773584906,0.006289308925844588,0.8867924528301887
2,0.07531446696452375,0.4537445182601611,0.028081543898830812,0.6039956510066986,270.75,247,53,53,0.6415094339622641,0.13270440444631396,0.7735849056603774
3,0.08040649190826236,0.43291208644707996,0.02402217189470927,0.584230882426103,275.25,437,53,53,0.9056603773584906,0.13701026549316803,0.8301886792452831
4,0.06540880689643463,0.42785446842511493,0.019487194406489532,0.5563439528147379,272.25,584,53,53,0.9056603773584906,0.10314465595303841,0.8867924528301887
5,0.036949686284335155,0.42450962712367374,0.0149703084025532,0.5542856454849243,273.0,490,53,53,0.9056603773584906,0.07468553534093893,0.8867924528301887
6,0.04439203567662329,0.3930903300642967,0.010583351793078085,0.5304558599988619,270.0,486,53,53,0.9056603773584906,0.06325996020492518,0.8867924528301887
7,0.04837560365503689,0.3830122798681259,0.008906094861837724,0.5349216535687447,270.75,1028,53,53,0.8490566037735849,0.04672725182378067,0.8349056603773585
8,0.05308850053346382,0.3820591519276301,0.00711507280357182,0.4947578236460686,270.0,658,53,53,0.9056603773584906,0.07195642506176571,0.8867924528301887
9,0.033756197904640774,0.37228931734959286,0.005039025912992656,0.46991997460524243,273.0,698,53,53,0.9056603773584906,0.033756197904640774,0.8867924528301887
10,0.03820754840688886,0.3513069401184718,0.004075890756212175,0.46313802152872086,270.75,604,53,53,0.8490566037735849,0.03820754840688886,0.8867924528301887
