epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.0,0.8483816236257553,0.012432406656444073,0.6357664416233698,270.0,5300,53,53,0.9056603773584906,0.20754716981132076,0.0
2,0.0,0.6686012099186579,0.008902405311043063,0.5020651270945867,270.75,5300,53,53,0.9056603773584906,0.20754716981132076,0.0
3,0.11870896499955429,0.6251184095939001,0.007341192297947903,0.4629814860721429,275.25,5300,53,53,0.24528301886792453,0.17531273858445995,0.018867924528301886
4,0.1163766900042318,0.6141208112239838,0.006661021150648594,0.4877341364820798,272.25,5300,53,53,0.37735849056603776,0.1163766900042318,0.018867924528301886
5,0.05266373776742872,0.5837166160345078,0.005633067339658737,0.4744339535633723,273.0,5300,53,53,0.018867924528301886,0.05266373776742872,0.05660377358490566
6,0.06516726051439654,0.5689065257708231,0.005333129044932623,0.4103248516718547,270.0,5300,53,53,0.03773584905660377,0.06516726051439654,0.05660377358490566
7,0.12192507425569138,0.5644515057404836,0.00508543123335888,0.45230088382959366,270.75,5300,53,53,0.07547169811320754,0.12192507425569138,0.16981132075471697
8,0.10287537091886098,0.5874720364809036,0.00492288366270562,0.4734199196100235,270.0,5300,53,53,0.0,0.10300149343345526,0.1320754716981132
9,0.1260519429760159,0.5377696876724561,0.004900631688845654,0.4138997122645378,273.0,5300,53,53,0.0,0.1260519429760159,0.07547169811320754
10,0.07141941835014325,0.5182731573780378,0.0049191244567434,0.4702834337949753,270.75,5300,53,53,0.0,0.07158624345682701,0.05660377358490566
11,0.054249086575406905,0.5374860987067223,0.004704736910449962,0.45047736912965775,271.5,5300,53,53,0.0,0.054249086575406905,0.018867924528301886
12,0.09218749530472846,0.4873867059747378,0.004545702210937937,0.48175015300512314,272.25,5300,53,53,0.018867924528301886,0.09218749530472846,0.0
13,0.12474152579341295,0.49270162731409073,0.004416174992608528,0.4161265616615613,270.75,5300,53,53,0.018867924528301886,0.12474152579341295,0.0
14,0.11076184063446971,0.46091682960589725,0.004277280803459386,0.4424188956618309,272.25,5300,53,53,0.018867924528301886,0.11088167503476143,0.018867924528301886
15,0.1455867771973025,0.49021537105242413,0.004214374193300803,0.42578137169281643,271.5,5300,53,53,0.0,0.16464405717714778,0.0
16,0.10875845479093632,0.44192543377478916,0.004391605112080772,0.4212445529798667,272.25,5300,53,53,0.018867924528301886,0.10890689558999718,0.0
17,0.09575416189881991,0.4309132893880208,0.004145634865077834,0.41192274789015454,275.25,5300,53,53,0.018867924528301886,0.0988988163617422,0.0
18,0.16212499749688608,0.43554876496394473,0.0039394036478673415,0.37942653397719067,269.25,5300,53,53,0.018867924528301886,0.16292754694257142,0.05660377358490566
19,0.16749788051084527,0.43487705290317535,0.0039291288509654505,0.3980487088362376,273.0,5300,53,53,0.018867924528301886,0.16988781793921623,0.018867924528301886
20,0.15402005236806735,0.4340384726723035,0.003919581999070942,0.38994457572698593,274.5,5300,53,53,0.0,0.15978525227533197,0.0
21,0.1079961100136334,0.43308258801698685,0.0038807783275842667,0.4159643401702245,272.25,5300,53,53,0.018867924528301886,0.13285595930691035,0.0
22,0.08347607302075287,0.3957383881012599,0.0038304534391500056,0.38076172148187953,270.75,5300,53,53,0.018867924528301886,0.08347607302075287,0.018867924528301886
23,0.10770637668528647,0.3911781335870425,0.0037142727718067667,0.4297176202138265,270.0,5300,53,53,0.03773584905660377,0.10875459507388889,0.0
24,0.20689813645099694,0.4209706410765648,0.003676055057439953,0.38020191589991253,271.5,5300,53,53,0.0,0.20802122712978777,0.07547169811320754
25,0.14493015914593102,0.39339110006888706,0.0037433988375899694,0.37822909901539487,271.5,5300,53,53,0.018867924528301886,0.14407252618726693,0.04716981132075472
26,0.16808192987205847,0.4261746108531952,0.003822736267466098,0.40147383759419125,271.5,5300,53,53,0.018867924528301886,0.168675437112743,0.018867924528301886
27,0.16042136977303703,0.391339232524236,0.003920334216672927,0.43657274047533673,269.25,5300,53,53,0.03773584905660377,0.16042136977303703,0.0
28,0.12868516758646606,0.36684583375851315,0.0037319903106739125,0.3487315208961566,270.75,5300,53,53,0.03773584905660377,0.1300584761039266,0.018867924528301886
29,0.15081091949118758,0.3538283482193947,0.0036728945366727808,0.368670033911864,270.75,5300,53,53,0.03773584905660377,0.15146776791310534,0.03773584905660377
30,0.181353037017134,0.3756197740634282,0.0037051348093276224,0.4058895284930865,274.5,5300,53,53,0.018867924528301886,0.1847839522755371,0.0
31,0.24710146942228642,0.381691354016463,0.0036208644548120597,0.3749124805132548,270.0,5300,53,53,0.018867924528301886,0.2414613794886841,0.07547169811320754
32,0.1792148063486477,0.36799567689498264,0.003610155797408273,0.3996074025829633,273.0,5300,53,53,0.09433962264150944,0.18838234386354122,0.02830188679245283
33,0.18480778608541443,0.39911719411611557,0.0037329543265514076,0.40339184055725735,273.75,5300,53,53,0.018867924528301886,0.18727901050785803,0.0
34,0.14914626810910567,0.3573131635785103,0.0035515789058990777,0.4029562398791313,272.25,5300,53,53,0.05660377358490566,0.14952743826609738,0.0
35,0.20062036018045443,0.32112595190604526,0.0035165652904349067,0.34591012820601463,272.25,5300,53,53,0.0,0.19892849028110504,0.018867924528301886
36,0.2332828423746352,0.31224802136421204,0.003544158360455185,0.3820294253528118,270.75,5300,53,53,0.03773584905660377,0.22529392352081695,0.018867924528301886
37,0.1446524904162254,0.32402237008015317,0.003561955721427997,0.41540271540482837,272.25,5300,53,53,0.0,0.14693478466767185,0.010427010930934042
38,0.310470160132028,0.3341226577758789,0.003504536832527568,0.38267237941424054,275.25,5300,53,53,0.03773584905660377,0.3020506541965143,0.03773584905660377
