epoch,map50,l_box,l_obj,l_cls,n_pos,val_preds_kept,val_gt_images,val_gt_boxes,ap_aircraft,ap_ship,ap_human
1,0.07390196466783308,0.5618760411938032,0.03921650908887386,0.04351528206219276,270.0,782,53,53,0.9056603773584906,0.07390196466783308,0.8867924528301887
2,0.08373764818007091,0.4641404276092847,0.026488277440269787,0.03681064893802007,270.75,768,53,53,0.9056603773584906,0.08373764818007091,0.8867924528301887
3,0.0839842567747494,0.4505176842212677,0.02292257904385527,0.0355815834676226,275.25,733,53,53,0.9056603773584906,0.0839842567747494,0.8867924528301887
4,0.08081761368040769,0.43221036593119305,0.018975668276349705,0.033623636389772095,272.25,710,53,53,0.9056603773584906,0.08081761368040769,0.8867924528301887
5,0.0908805065841045,0.4181402971347173,0.015362588688731194,0.0326929820391039,273.0,715,53,53,0.9056603773584906,0.0908805065841045,0.8867924528301887
6,0.09073252287113441,0.39828534921010333,0.01304208223397533,0.03281891671940684,270.0,705,53,53,0.9056603773584906,0.09073252287113441,0.8867924528301887
7,0.09035265361363033,0.3746083850661914,0.014023759247114262,0.03350256057456136,270.75,693,53,53,0.9056603773584906,0.09035265361363033,0.8867924528301887
8,0.08819325633768765,0.38598283131917316,0.012431214097887278,0.032510969477395214,270.0,680,53,53,0.9056603773584906,0.08819325633768765,0.8867924528301887
9,0.09748428047827955,0.40354592849810916,0.012557224991420904,0.031956849774966635,273.0,672,53,53,0.9056603773584906,0.09748428047827955,0.8867924528301887
10,0.08647799042035949,0.363223801056544,0.009307352709583938,0.03230616714184483,270.75,668,53,53,0.9056603773584906,0.08647799042035949,0.8867924528301887
